Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Barreworks,43.71407030751952,-79.40010911522094,Yoga Studio
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Starbucks,43.71559,-79.40045,Coffee Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,lululemon,43.7134783384539,-79.4000817882245,Clothing Store
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Civello Salon,43.715110934974525,-79.40030409940266,Salon / Barbershop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Sushi Shop,43.713861,-79.400093,Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Nailsense,43.71746731916718,-79.40065341489495,Spa
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,A&W,43.715149,-79.39994399999998,Fast Food Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Tim Hortons,43.714894000113965,-79.3997758626938,Coffee Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,GAP,43.71544977487359,-79.40008916661074,Clothing Store
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Second Cup,43.714583000256965,-79.40011973797179,Café
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,43.712061795478746,-79.40425523454469,Park
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Roots,43.71619386238741,-79.40066099166877,Clothing Store
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Olly Shoes,43.714989983781955,-79.40011940204228,Shoe Store
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,MYNC Lash Lounge & Brow Bar,43.71468657074871,-79.40004106490885,Cosmetics Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Running Room,43.715225,-79.399808,Sporting Goods Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Anytime Fitness,43.71765439,-79.40043421,Gym / Fitness Center
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,Budget Car & Truck Rental,43.718479,-79.401165,Rental Car Location
Davisville,43.7043244,-79.3887901,Jules Cafe Patisserie,43.70413799694303,-79.38841260442167,Dessert Shop
Davisville,43.7043244,-79.3887901,Thobors Boulangerie Patisserie Café,43.70451387745327,-79.38861602551758,Café
Davisville,43.7043244,-79.3887901,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
Davisville,43.7043244,-79.3887901,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
Davisville,43.7043244,-79.3887901,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
Davisville,43.7043244,-79.3887901,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
Davisville,43.7043244,-79.3887901,June Rowlands Park,43.700516982382354,-79.38918866607341,Park
Davisville,43.7043244,-79.3887901,Starbucks,43.705923,-79.389548,Coffee Shop
Davisville,43.7043244,-79.3887901,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
Davisville,43.7043244,-79.3887901,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
Davisville,43.7043244,-79.3887901,Positano,43.704558,-79.38863854,Italian Restaurant
Davisville,43.7043244,-79.3887901,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
Davisville,43.7043244,-79.3887901,Thai Spicy House,43.70196161628451,-79.3875129672506,Thai Restaurant
Davisville,43.7043244,-79.3887901,Bread and Butter,43.701582482274226,-79.38735878693541,Sandwich Place
Davisville,43.7043244,-79.3887901,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
Davisville,43.7043244,-79.3887901,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.38641700000002,Gym
Davisville,43.7043244,-79.3887901,Crossfit Metric,43.70747956557104,-79.38985687683694,Gym
Davisville,43.7043244,-79.3887901,Hokkaido Sushi,43.70808171836456,-79.38999467246003,Sushi Restaurant
Davisville,43.7043244,-79.3887901,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
Davisville,43.7043244,-79.3887901,Hazel's Diner,43.702102675115434,-79.3876176468172,Diner
Davisville,43.7043244,-79.3887901,Second Cup,43.70434400138051,-79.38865888961692,Coffee Shop
Davisville,43.7043244,-79.3887901,souvlaki express,43.7073779465289,-79.38984793934695,Greek Restaurant
Davisville,43.7043244,-79.3887901,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
Davisville,43.7043244,-79.3887901,Apple Tree Farmer's Market,43.700326139031326,-79.38976045544334,Farmers Market
Davisville,43.7043244,-79.3887901,Starving Artist,43.701538,-79.38724,Restaurant
Davisville,43.7043244,-79.3887901,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
Davisville,43.7043244,-79.3887901,Meow Cat Cafe,43.702927,-79.38819000000002,Café
Davisville,43.7043244,-79.3887901,Subway,43.70176337400997,-79.38780495416756,Sandwich Place
Davisville,43.7043244,-79.3887901,Pizza Pizza,43.70613821755869,-79.38929246805057,Pizza Place
Davisville,43.7043244,-79.3887901,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
Davisville,43.7043244,-79.3887901,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
Davisville,43.7043244,-79.3887901,Pizzaiolo,43.70730077620926,-79.3898296216326,Pizza Place
Davisville,43.7043244,-79.3887901,Davisville Tennis Club,43.700982501952296,-79.38855639486724,Tennis Court
Davisville,43.7043244,-79.3887901,Hodgson Artificial Ice Rink,43.701378992013204,-79.3859613049286,Skating Rink
Davisville,43.7043244,-79.3887901,Oisie sushi,43.7083013094919,-79.38842444207054,Japanese Restaurant
Davisville,43.7043244,-79.3887901,Provocative Pizza Series,43.70829311450509,-79.38954603484378,Pizza Place
Davisville,43.7043244,-79.3887901,Love To Dance,43.70838672789582,-79.39055765587766,Dance Studio
"Moore Park, Summerhill East",43.6895743,-79.38315990000002,Loring-Wyle Parkette,43.69027042721738,-79.3834375880377,Park
"Moore Park, Summerhill East",43.6895743,-79.38315990000002,Ravine,43.69035594864729,-79.38684099383201,Trail
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,The Market By Longo’s,43.686711,-79.399536,Supermarket
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242682,Sushi Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Union Social Eatery,43.687895222057065,-79.39491559605743,American Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313543,Pub
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Raiders E-Sports Centre,43.68768291599039,-79.39594439646025,Sports Bar
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Scallywags,43.687981749962695,-79.39467568457059,Pub
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,RBC Royal Bank,43.68805843886538,-79.39447781672222,Bank
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Sprout,43.68799560913353,-79.39465149552744,Vietnamese Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Presse Café,43.68737207501446,-79.39782011026244,Café
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
Rosedale,43.6795626,-79.37752940000001,Rosedale Park,43.682328202278136,-79.37893434347683,Playground
Rosedale,43.6795626,-79.37752940000001,Whitney Park,43.68203573063682,-79.37378835021306,Park
Rosedale,43.6795626,-79.37752940000001,Alex Murray Parkette,43.67830024047896,-79.38277328698108,Park
Rosedale,43.6795626,-79.37752940000001,Milkman's Lane,43.67635206801555,-79.37384239440172,Trail
"St. James Town, Cabbagetown",43.667967,-79.3676753,Cranberries,43.6678427705951,-79.36940687874281,Diner
"St. James Town, Cabbagetown",43.667967,-79.3676753,Kingyo Toronto,43.66589495808372,-79.36841520638596,Japanese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Murgatroid,43.66738149016019,-79.36931129229455,Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
"St. James Town, Cabbagetown",43.667967,-79.3676753,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
"St. James Town, Cabbagetown",43.667967,-79.3676753,Butter Chicken Factory,43.66707247004842,-79.36918422958169,Indian Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
"St. James Town, Cabbagetown",43.667967,-79.3676753,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
"St. James Town, Cabbagetown",43.667967,-79.3676753,St. Jamestown Delicatessen,43.665811423956086,-79.36864825640076,Butcher
"St. James Town, Cabbagetown",43.667967,-79.3676753,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
"St. James Town, Cabbagetown",43.667967,-79.3676753,Pet Valu,43.664205013396646,-79.36846012382637,Pet Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,Kanpai Snack Bar,43.66433093594864,-79.36806503124257,Taiwanese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,The Epicure Shop,43.663964860964924,-79.36779540886937,Deli / Bodega
"St. James Town, Cabbagetown",43.667967,-79.3676753,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Labour Of Love,43.663907,-79.368822,Gift Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
"St. James Town, Cabbagetown",43.667967,-79.3676753,Wellesley Park,43.669648795836714,-79.3621551990509,Park
"St. James Town, Cabbagetown",43.667967,-79.3676753,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
"St. James Town, Cabbagetown",43.667967,-79.3676753,Jetfuel Coffee,43.665295193920834,-79.36833454168159,Coffee Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,TD Canada Trust,43.66465469253796,-79.3678870797158,Bank
"St. James Town, Cabbagetown",43.667967,-79.3676753,Hey Lucy,43.66407509923826,-79.36865505824356,Italian Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Thai Room - Carlton,43.6641587260231,-79.3681887298098,Thai Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,Winchester Park,43.66623107575282,-79.3716312803108,Playground
"St. James Town, Cabbagetown",43.667967,-79.3676753,The Beer Store,43.6664079,-79.368833,Beer Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,Daniel et Daniel Event Creation & Catering,43.66438370000001,-79.36832820000002,Bakery
"St. James Town, Cabbagetown",43.667967,-79.3676753,Tim Hortons,43.66716925802294,-79.36884865164753,Coffee Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,Subway,43.665643296106005,-79.3683001523662,Sandwich Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,Pizza Pizza,43.66717873852173,-79.36966873777858,Pizza Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718696,Pub
"St. James Town, Cabbagetown",43.667967,-79.3676753,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
"St. James Town, Cabbagetown",43.667967,-79.3676753,China Gourmet,43.664180241005106,-79.36835925727236,Chinese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,Tender Trap Restaurant,43.66772379650776,-79.36948477788651,Chinese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,El Charro,43.667606,-79.36949,Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,Wellesley Parliament Square,43.668589018294284,-79.37016915914073,Plaza
"St. James Town, Cabbagetown",43.667967,-79.3676753,Matt's No Frills,43.663515,-79.367166,Grocery Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,Salt & Tobacco,43.66530700653404,-79.36833465285895,Pizza Place
