Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Astoria,40.76850859335492,-73.91565374304234,Sugar Freak,40.76444333720296,-73.91605469466285,Cajun / Creole Restaurant
Astoria,40.76850859335492,-73.91565374304234,Mombar,40.767413320131496,-73.91218107519089,Middle Eastern Restaurant
Astoria,40.76850859335492,-73.91565374304234,CKO Kickboxing,40.76866662347918,-73.91072041964337,Gym / Fitness Center
Astoria,40.76850859335492,-73.91565374304234,Koroni Souvlaki & Grill,40.768474018881435,-73.9211870791133,Souvlaki Shop
Astoria,40.76850859335492,-73.91565374304234,Queens Comfort,40.76464777461987,-73.91677540472237,Comfort Food Restaurant
Astoria,40.76850859335492,-73.91565374304234,Vision Essential,40.764904,-73.91751708,Optical Shop
Astoria,40.76850859335492,-73.91565374304234,Healthy Me,40.76449908183611,-73.91675300130187,Juice Bar
Astoria,40.76850859335492,-73.91565374304234,Midnight Lounge,40.766930477303255,-73.91246212832795,Hookah Bar
Astoria,40.76850859335492,-73.91565374304234,Gyro Uno,40.76538015914801,-73.91367349782699,Greek Restaurant
Astoria,40.76850859335492,-73.91565374304234,Greenbay Market,40.766698337653,-73.92100850953132,Grocery Store
Astoria,40.76850859335492,-73.91565374304234,Albatross Bar,40.77004914155301,-73.91224398552049,Bar
Astoria,40.76850859335492,-73.91565374304234,Muho Liquors,40.765148237110424,-73.91393938593194,Liquor Store
Astoria,40.76850859335492,-73.91565374304234,Burger Club,40.76648708944814,-73.9205783587744,Burger Joint
Astoria,40.76850859335492,-73.91565374304234,Astoria Pizza,40.76648971271311,-73.92042287572501,Pizza Place
Astoria,40.76850859335492,-73.91565374304234,Gossip Coffee And Cocktails,40.764521949611066,-73.91646215978797,Coffee Shop
Astoria,40.76850859335492,-73.91565374304234,That's A Wrap,40.76419270471408,-73.91556227941737,Sandwich Place
Astoria,40.76850859335492,-73.91565374304234,Via Trenta,40.76474329895629,-73.91664146607067,Italian Restaurant
Astoria,40.76850859335492,-73.91565374304234,Dominie's,40.76568894796557,-73.91870246805206,Bar
Astoria,40.76850859335492,-73.91565374304234,Kiki's Nail & Spa,40.76542439128313,-73.91838281217116,Spa
Astoria,40.76850859335492,-73.91565374304234,Egyptian Coffee Shop,40.7676602494743,-73.91176937941455,Hookah Bar
Astoria,40.76850859335492,-73.91565374304234,Pink Nori,40.764932079162676,-73.91722069971638,Japanese Restaurant
Astoria,40.76850859335492,-73.91565374304234,Grand Avenue Pizza,40.76532276769158,-73.91823278447133,Pizza Place
Astoria,40.76850859335492,-73.91565374304234,Blend Astoria,40.76440209510661,-73.91575898494503,Latin American Restaurant
Astoria,40.76850859335492,-73.91565374304234,Café Via Espresso,40.7686759,-73.91085109999999,Café
Astoria,40.76850859335492,-73.91565374304234,New York Sports Clubs,40.7641786,-73.9149709,Gym / Fitness Center
Astoria,40.76850859335492,-73.91565374304234,New York City Bagel & Coffee House,40.765840999999995,-73.919441,Bagel Shop
Astoria,40.76850859335492,-73.91565374304234,Jannah Charcoal & Grill,40.764086721829706,-73.91558201721966,Food Truck
Astoria,40.76850859335492,-73.91565374304234,Kurry Qulture,40.76497824295583,-73.9171510586292,Indian Restaurant
Astoria,40.76850859335492,-73.91565374304234,Redken Salon,40.76491925450276,-73.91657723389481,Salon / Barbershop
Astoria,40.76850859335492,-73.91565374304234,Smart Choice Convenience Store,40.765585377317976,-73.91862193108781,Deli / Bodega
Astoria,40.76850859335492,-73.91565374304234,Pita Pan,40.764375501931475,-73.9159775626252,Mediterranean Restaurant
Astoria,40.76850859335492,-73.91565374304234,Taj Mahal Lounge,40.76723703437689,-73.91219944717623,Hookah Bar
Astoria,40.76850859335492,-73.91565374304234,Layali Dubai,40.76866645857328,-73.91093287522841,Middle Eastern Restaurant
Astoria,40.76850859335492,-73.91565374304234,Absolute Wine & Spirits,40.765573012298276,-73.91846405194195,Wine Shop
Astoria,40.76850859335492,-73.91565374304234,Aden Restaurant,40.768233,-73.91177900000001,Middle Eastern Restaurant
Astoria,40.76850859335492,-73.91565374304234,Matsu Sushi,40.76558710454389,-73.91857219992431,Sushi Restaurant
Astoria,40.76850859335492,-73.91565374304234,Monkey King,40.76559166226072,-73.91912125221988,Bubble Tea Shop
Astoria,40.76850859335492,-73.91565374304234,Nile Deli,40.76752716882993,-73.91208695181042,Deli / Bodega
Astoria,40.76850859335492,-73.91565374304234,Little Morocco,40.767939227370185,-73.91154321233094,Moroccan Restaurant
Astoria,40.76850859335492,-73.91565374304234,Cafe Istanbul Mediterranean Restaurant and Hookah Lounge,40.766661,-73.91237000000002,Café
Astoria,40.76850859335492,-73.91565374304234,La Sabrosura Bakery,40.76570038023555,-73.91906080838194,Bakery
Astoria,40.76850859335492,-73.91565374304234,Mijana Hookah Lounge & Restaurant,40.76957666926135,-73.91003923651408,Mediterranean Restaurant
Astoria,40.76850859335492,-73.91565374304234,Texas Chicken And Burgers,40.768684,-73.91083,Fast Food Restaurant
Astoria,40.76850859335492,-73.91565374304234,AwesomeSauce,40.768665000000006,-73.910647,Halal Restaurant
Woodside,40.746349088602216,-73.90184166838284,Fay Da Bakery,40.74583608921712,-73.90211547639106,Bakery
Woodside,40.746349088602216,-73.90184166838284,SriPraPhai,40.7463421117063,-73.89924799709517,Thai Restaurant
Woodside,40.746349088602216,-73.90184166838284,Izalco,40.7460602386716,-73.89975303010365,Latin American Restaurant
Woodside,40.746349088602216,-73.90184166838284,Jollibee,40.745986,-73.901197,Fast Food Restaurant
Woodside,40.746349088602216,-73.90184166838284,Casa Del Chef Bistro,40.74617380651571,-73.89994178798236,American Restaurant
Woodside,40.746349088602216,-73.90184166838284,Rainbow Bakery,40.74540683747309,-73.90342289449981,Bakery
Woodside,40.746349088602216,-73.90184166838284,Red Ribbon,40.745899237512155,-73.89901100952764,Bakery
Woodside,40.746349088602216,-73.90184166838284,Thailand's Center Point,40.74653126911064,-73.90024748864485,Thai Restaurant
Woodside,40.746349088602216,-73.90184166838284,Hair Village & Spa,40.7459007287776,-73.90110036935131,Spa
Woodside,40.746349088602216,-73.90184166838284,Woodside Cafe,40.74495693588502,-73.90417882427998,American Restaurant
Woodside,40.746349088602216,-73.90184166838284,F. Ottomanelli Burgers and Belgian Fries,40.74502762484588,-73.90407788526826,Burger Joint
Woodside,40.746349088602216,-73.90184166838284,Pizza Boy 2,40.745424979439456,-73.90555677036292,Pizza Place
Woodside,40.746349088602216,-73.90184166838284,Peking BBQ Chicken,40.745488475573204,-73.90605294847398,Chinese Restaurant
Woodside,40.746349088602216,-73.90184166838284,House of Inasal,40.74598593212532,-73.89844933074619,Filipino Restaurant
Woodside,40.746349088602216,-73.90184166838284,Tacos y Quesadillas Mexico,40.74560403331841,-73.90313481143998,Food Truck
Woodside,40.746349088602216,-73.90184166838284,Tropical Restaurant,40.74615453721113,-73.89728063783114,Latin American Restaurant
Woodside,40.746349088602216,-73.90184166838284,The Beerkeeper,40.74547158055854,-73.90588553144923,Bar
Woodside,40.746349088602216,-73.90184166838284,Cafe Con Amor,40.74603862638633,-73.89944081561286,American Restaurant
Woodside,40.746349088602216,-73.90184166838284,Donovan's Pub,40.745356320799225,-73.90659035580879,Pub
Woodside,40.746349088602216,-73.90184166838284,Rico Pan Bakery,40.74550243342157,-73.90593178470648,Bakery
Woodside,40.746349088602216,-73.90184166838284,Matsuri,40.74562589624711,-73.90338725268603,Japanese Restaurant
Woodside,40.746349088602216,-73.90184166838284,Stop Inn Diner,40.745526330272696,-73.90347626719475,Diner
Woodside,40.746349088602216,-73.90184166838284,Sean Og's,40.744865299112035,-73.90441983693239,Pub
Woodside,40.746349088602216,-73.90184166838284,The Starting Gate,40.745356285013315,-73.90516977781992,Bar
Woodside,40.746349088602216,-73.90184166838284,Sweet Basil Thai,40.74648420263391,-73.90303279550324,Thai Restaurant
Woodside,40.746349088602216,-73.90184166838284,La Abundancia,40.74986328191198,-73.89879135296556,Arepa Restaurant
Woodside,40.746349088602216,-73.90184166838284,Lucid Cafe,40.745390016710665,-73.90562137863272,Café
Woodside,40.746349088602216,-73.90184166838284,Han Ah Reum Asian Mart,40.74464438582925,-73.90507419950345,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Saints and Sinners,40.745500231833894,-73.90425087030171,Pub
Woodside,40.746349088602216,-73.90184166838284,Veggie Monster,40.745064954651276,-73.90363974206427,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Blue Cups Cafe,40.74745807426534,-73.9026118109631,Coffee Shop
Woodside,40.746349088602216,-73.90184166838284,Dollar & Up Fruits & Vegetables,40.74583995073963,-73.90239313216858,Fruit & Vegetable Store
Woodside,40.746349088602216,-73.90184166838284,Carvel Ice Cream,40.74536575480376,-73.90584083630512,Ice Cream Shop
Woodside,40.746349088602216,-73.90184166838284,St. Sebastian's Parish Center,40.746575220952884,-73.90740309486308,Gym / Fitness Center
Woodside,40.746349088602216,-73.90184166838284,T-Mobile,40.746056200000005,-73.90017040000001,Mobile Phone Shop
Woodside,40.746349088602216,-73.90184166838284,Fresh n Save Marketplace,40.745842045589704,-73.90184003744078,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Baskin-Robbins,40.745435585542815,-73.90301432957952,Ice Cream Shop
Woodside,40.746349088602216,-73.90184166838284,Dunkin',40.74542869189143,-73.9029893659294,Donut Shop
Woodside,40.746349088602216,-73.90184166838284,Pollos A La Brassa Marion,40.74639510289858,-73.89604728072493,Latin American Restaurant
Woodside,40.746349088602216,-73.90184166838284,D'Haven,40.7500353293576,-73.90420991484943,Restaurant
Woodside,40.746349088602216,-73.90184166838284,Krystal's Cafe,40.74623298706588,-73.89614226207091,Filipino Restaurant
Woodside,40.746349088602216,-73.90184166838284,Inthira Thai Market,40.74638523360637,-73.89965309794127,Gourmet Shop
Woodside,40.746349088602216,-73.90184166838284,Chase Bank,40.7450415,-73.904684,Bank
Woodside,40.746349088602216,-73.90184166838284,Chin Chin Thai Kitchen,40.745434655297,-73.90703672551359,Thai Restaurant
Woodside,40.746349088602216,-73.90184166838284,Jin's Big Apple,40.74553376651552,-73.90405734757145,Gourmet Shop
Woodside,40.746349088602216,-73.90184166838284,Momo Crave,40.746829,-73.89625699999999,Tibetan Restaurant
Woodside,40.746349088602216,-73.90184166838284,Woodside Cafe,40.749481757037294,-73.89769551200501,Himalayan Restaurant
Woodside,40.746349088602216,-73.90184166838284,Bravo Supermarkets,40.7457418,-73.8988663,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Pollos a La Brasa Mario,40.74497395017744,-73.90255498000465,Latin American Restaurant
Woodside,40.746349088602216,-73.90184166838284,Dunkin',40.74563792714426,-73.90627185360327,Donut Shop
Woodside,40.746349088602216,-73.90184166838284,Bagels Plus,40.74566043923368,-73.90662960166131,Bagel Shop
Woodside,40.746349088602216,-73.90184166838284,Subway,40.74612,-73.896709,Sandwich Place
Woodside,40.746349088602216,-73.90184166838284,7-Eleven,40.74553580989412,-73.90524119138719,Convenience Store
Woodside,40.746349088602216,-73.90184166838284,Food Dynasty,40.74580949196776,-73.90173679750562,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Stop & Deli,40.74375352926683,-73.90037557411556,Deli / Bodega
Woodside,40.746349088602216,-73.90184166838284,Subway,40.74574811224215,-73.90370595272657,Sandwich Place
Woodside,40.746349088602216,-73.90184166838284,Little Caesars Pizza,40.745331,-73.90652299999999,Pizza Place
Woodside,40.746349088602216,-73.90184166838284,CTown Supermarkets,40.7457113771246,-73.9047930576865,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Dunkin',40.7462412219199,-73.89594325898976,Donut Shop
Woodside,40.746349088602216,-73.90184166838284,LIRR - Woodside Station,40.745663060094955,-73.90280180331838,Train Station
Woodside,40.746349088602216,-73.90184166838284,Hair Village,40.74589970985049,-73.901102837434,Salon / Barbershop
Woodside,40.746349088602216,-73.90184166838284,Baby's Grill & Restaurant,40.746187129314784,-73.89659063806344,Filipino Restaurant
Woodside,40.746349088602216,-73.90184166838284,Rite Aid,40.744682329120685,-73.90370696783066,Pharmacy
Woodside,40.746349088602216,-73.90184166838284,Station Bar,40.74587129817173,-73.90331977031947,Bar
Woodside,40.746349088602216,-73.90184166838284,Rosario's Ihawan,40.74607024584939,-73.89608278870583,Filipino Restaurant
Woodside,40.746349088602216,-73.90184166838284,Duane Reade,40.745264500000005,-73.9042309,Pharmacy
Woodside,40.746349088602216,-73.90184166838284,Big Bear Bubble Tea,40.745713393422854,-73.90684552723398,Tea Room
Woodside,40.746349088602216,-73.90184166838284,daro's pizza & chicken woodside queens,40.746184831487646,-73.89689132133297,Pizza Place
Woodside,40.746349088602216,-73.90184166838284,Aunonto Dhaka Club,40.74999129999999,-73.90276221666667,Asian Restaurant
Woodside,40.746349088602216,-73.90184166838284,Maxim Chinese Restaurant,40.74620356216518,-73.89692611823423,Chinese Restaurant
Woodside,40.746349088602216,-73.90184166838284,Krystal's Nepa Q-Mart,40.74608914639442,-73.896335842768,Grocery Store
Woodside,40.746349088602216,-73.90184166838284,Darko Boxing And Fitness Gym,40.743850981557436,-73.90657299131419,Gym / Fitness Center
Woodside,40.746349088602216,-73.90184166838284,Broadway Wines & Liquors,40.74987030029297,-73.89836120605469,Wine Shop
Woodside,40.746349088602216,-73.90184166838284,Thai Nara,40.749984999999995,-73.898439,Thai Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Oceanic Boil,40.7499523268601,-73.88190264370934,Cajun / Creole Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Downtown Natural Market,40.750045874212105,-73.88240697837537,Grocery Store
Jackson Heights,40.75198138007367,-73.88282109164366,Pollos a la Brasa Mario,40.74980641853157,-73.88324280348476,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,La Nueva Bakery,40.75013375565077,-73.88022688172873,South American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,La Picada Azuaya,40.75014003333333,-73.881775,Spanish Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Sompong Thai,40.749506948439134,-73.88332349454004,Thai Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,El Chivito D' Oro,40.74983274151265,-73.88237605371637,South American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Urubamba,40.75010891043233,-73.87970961391699,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Just Made 4 U,40.74963973228118,-73.88554430750861,Café
Jackson Heights,40.75198138007367,-73.88282109164366,Las Margaritas,40.74988610887515,-73.88255340825232,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,La Gran Uruguaya Bakery,40.750018002261626,-73.88129072062281,Bakery
Jackson Heights,40.75198138007367,-73.88282109164366,Jackson House Diner,40.749799957432536,-73.8836631974288,Diner
Jackson Heights,40.75198138007367,-73.88282109164366,Uncle Peter's,40.75578582430853,-73.88381022551096,Italian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Jahn's,40.749662091622476,-73.88504988594164,Diner
Jackson Heights,40.75198138007367,-73.88282109164366,Table Wine,40.749561547103134,-73.88661713346897,Wine Shop
Jackson Heights,40.75198138007367,-73.88282109164366,CoCo Fresh Tea & Juice,40.7495957898733,-73.88414293527603,Bubble Tea Shop
Jackson Heights,40.75198138007367,-73.88282109164366,La Pollera Colorada II,40.75570414627714,-73.88487094703774,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Don Alex Restaurant,40.74988194713411,-73.88212120723138,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Pio Pio,40.75570509151695,-73.8831451037553,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Saw Shack,40.75000881825503,-73.88186659989665,Asian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Bocaito Cafe & Wine Bar,40.755798999999996,-73.885737,Cocktail Bar
Jackson Heights,40.75198138007367,-73.88282109164366,Black Thai,40.75546531349948,-73.8856754700667,Thai Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,El Palacio De Los Cholados,40.755724621509536,-73.88385589785271,Dessert Shop
Jackson Heights,40.75198138007367,-73.88282109164366,Mama's Empanadas,40.75599899670048,-73.882393252858,Empanada Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Emoji Burger,40.74958894657353,-73.88590551928344,Burger Joint
Jackson Heights,40.75198138007367,-73.88282109164366,Barriles Restaurant and Sports bar,40.74968300000001,-73.882702,Spanish Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,La Pequeña Colombia,40.7479923507268,-73.8821446046723,Colombian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,La Cabaña,40.75606543043773,-73.88130596024331,Argentinian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Tacos Mi Mexico Lindo,40.74767666598954,-73.88239934125741,Mexican Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Seba Seba,40.755731001087646,-73.88420311978082,Bakery
Jackson Heights,40.75198138007367,-73.88282109164366,Tomo Japanese Cuisine,40.75016941828497,-73.88014969825646,Sushi Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Variety Bakery,40.75538822938918,-73.88642903564931,Bakery
Jackson Heights,40.75198138007367,-73.88282109164366,Terraza 7,40.747514413850105,-73.88211709964355,Bar
Jackson Heights,40.75198138007367,-73.88282109164366,Pio Pio to Go,40.7559875849342,-73.88274675067117,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Gianni's Pizza & Italian Restaurant,40.75559568753478,-73.88587518376295,Pizza Place
Jackson Heights,40.75198138007367,-73.88282109164366,The Vitamin Shoppe,40.74996779999999,-73.88455649999999,Supplement Shop
Jackson Heights,40.75198138007367,-73.88282109164366,Arunee Thai,40.749498111391844,-73.88738656779498,Thai Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Mama's Empanadas,40.75588039727732,-73.8829040496189,Empanada Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Amaru Pisco Bar,40.755863883816154,-73.88300890731007,Lounge
Jackson Heights,40.75198138007367,-73.88282109164366,Hombres Lounge,40.74999519358585,-73.88081184466778,Gay Bar
Jackson Heights,40.75198138007367,-73.88282109164366,Sac's Place,40.75016338721108,-73.88008384593776,Pizza Place
Jackson Heights,40.75198138007367,-73.88282109164366,Banana Republic Factory,40.74930047298099,-73.88418518469943,Clothing Store
Jackson Heights,40.75198138007367,-73.88282109164366,Boulevard,40.75555795151061,-73.88441161814654,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Juanita’s Café,40.75588821795663,-73.88288343998954,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Pollos Mario #3,40.74821955092233,-73.87963869323879,South American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Starbucks,40.74955752,-73.88739013,Coffee Shop
Jackson Heights,40.75198138007367,-73.88282109164366,Seba Seba,40.74955400481388,-73.88629052701684,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,SKECHERS Warehouse Outlet,40.749000549316406,-73.88445281982422,Shoe Store
Jackson Heights,40.75198138007367,-73.88282109164366,Taco Veloz,40.74803720580167,-73.88030755060078,Mexican Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Joseph Pulitzer IS 145,40.754136007536104,-73.88716126482072,School
Jackson Heights,40.75198138007367,-73.88282109164366,La Gloria,40.75617649398938,-73.88117554542066,Cuban Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Carter's,40.748946000000004,-73.884454,Kids Store
Jackson Heights,40.75198138007367,-73.88282109164366,Jackson Gyro,40.75002462972698,-73.8806255176622,Greek Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Ingrid's Hair & Nail Salon,40.749439,-73.887119,Spa
Jackson Heights,40.75198138007367,-73.88282109164366,T-Mobile,40.748516484576356,-73.88431124389172,Mobile Phone Shop
Jackson Heights,40.75198138007367,-73.88282109164366,Optima Beauty Supply,40.74794410724912,-73.88161347264062,Cosmetics Shop
Jackson Heights,40.75198138007367,-73.88282109164366,La Boina Roja Steakhouse,40.74964484877423,-73.88550182439675,Steakhouse
Jackson Heights,40.75198138007367,-73.88282109164366,Dela Mora,40.75590127590323,-73.88281027933253,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,GNC,40.74895679232082,-73.88416657639141,Supplement Shop
Jackson Heights,40.75198138007367,-73.88282109164366,The Children's Place,40.74921625815831,-73.88414670000425,Kids Store
Jackson Heights,40.75198138007367,-73.88282109164366,El Anzuelo Fino - Restaurant,40.756045172185146,-73.88164721687285,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,Chipotle Mexican Grill,40.755942600000004,-73.88023790000001,Mexican Restaurant
Jackson Heights,40.75198138007367,-73.88282109164366,T-Mobile,40.74817306401636,-73.88008408248425,Mobile Phone Shop
Jackson Heights,40.75198138007367,-73.88282109164366,The UPS Store,40.74802929999999,-73.8829042,Shipping Store
Jackson Heights,40.75198138007367,-73.88282109164366,AT&T,40.74863331814888,-73.88433830950714,Mobile Phone Shop
Jackson Heights,40.75198138007367,-73.88282109164366,T-Mobile,40.74791723897659,-73.88317351705359,Mobile Phone Shop
Jackson Heights,40.75198138007367,-73.88282109164366,La Abundancia,40.75043056608339,-73.8779512662232,Bakery
Jackson Heights,40.75198138007367,-73.88282109164366,Old Navy,40.748433,-73.8844038,Clothing Store
Jackson Heights,40.75198138007367,-73.88282109164366,Denny's,40.755855600000004,-73.88049529999999,Breakfast Spot
